AFGHANISTAN;KARACHI;;;
UNITED STATES OF AMERICA;TRAVERSE CITY;;;
UNITED STATES OF AMERICA;TROY;;;
UNITED STATES OF AMERICA;TUCSON;;;
UNITED STATES OF AMERICA;TUKWILA;;;
UNITED STATES OF AMERICA;TULARE;;;
UNITED STATES OF AMERICA;TULSA;;;
UNITED STATES OF AMERICA;TURBOTVILLE;;;
UNITED STATES OF AMERICA;TURLOCK;;;
UNITED STATES OF AMERICA;TUSCALOOSA;;;
UNITED STATES OF AMERICA;TUSCUMBIA;;;
UNITED STATES OF AMERICA;TWIN FALLS;;;
UNITED STATES OF AMERICA;TYLER;;;
UNITED STATES OF AMERICA;UPPER MARLBORO;;;
UNITED STATES OF AMERICA;URBANA;;;
UNITED STATES OF AMERICA;VACAVILLE;;;
UNITED STATES OF AMERICA;VALDOSTA;;;
UNITED STATES OF AMERICA;VERNAL;;;
UNITED STATES OF AMERICA;VINCENNES;;;
UNITED STATES OF AMERICA;WACO;;;
UNITED STATES OF AMERICA;WAIPAHU;;;
UNITED STATES OF AMERICA;WALDORF;;;
UNITED STATES OF AMERICA;WALTERBORO;;;
UNITED STATES OF AMERICA;WALTON;;;
UNITED STATES OF AMERICA;WANCHESE;;;
UNITED STATES OF AMERICA;WAREHAM;;;
UNITED STATES OF AMERICA;WARRENTON;;;
UNITED STATES OF AMERICA;WASHINGTON;;;
UNITED STATES OF AMERICA;WASILLA;;;
UNITED STATES OF AMERICA;WAUCONDA;;;
UNITED STATES OF AMERICA;WAUKESHA;;;
UNITED STATES OF AMERICA;WAXAHACHIE;;;
UNITED STATES OF AMERICA;WAYCROSS;;;
UNITED STATES OF AMERICA;WESLACO;;;
UNITED STATES OF AMERICA;WEST BRANCH;;;
UNITED STATES OF AMERICA;WEST BURLINGTON;;;
UNITED STATES OF AMERICA;WEST COLUMBIA;;;
UNITED STATES OF AMERICA;WEST PALM BEACH;;;
UNITED STATES OF AMERICA;WEST SACRAMENTO;;;
UNITED STATES OF AMERICA;WESTFIELD;;;
UNITED STATES OF AMERICA;WESTON;;;
UNITED STATES OF AMERICA;WHITEHALL;;;
UNITED STATES OF AMERICA;WICHITA;;;
UNITED STATES OF AMERICA;WICHITA FALLS;;;
UNITED STATES OF AMERICA;WILLIAMS;;;
UNITED STATES OF AMERICA;WILLIAMSBURG;;;
UNITED STATES OF AMERICA;WILLISTON;;;
UNITED STATES OF AMERICA;WILLITS;;;
UNITED STATES OF AMERICA;WILLMAR;;;
UNITED STATES OF AMERICA;WILLOW SPRINGS;;;
UNITED STATES OF AMERICA;WILLOWS;;;
UNITED STATES OF AMERICA;WINNEMUCCA;;;
UNITED STATES OF AMERICA;WIXOM;;;
UNITED STATES OF AMERICA;WORLAND;;;
UNITED STATES OF AMERICA;YAKIMA;;;
UNITED STATES OF AMERICA;YORKTOWN;;;
UNITED STATES OF AMERICA;YUBA CITY;;;
UNITED STATES OF AMERICA;YUMA;;;
UNITED STATES OF AMERICA;ZANESVILLE;;;
URUGUAY;MONTEVIDEO;;;
VIET NAM;HANOI;;;
YEMEN;AL MUKULLA;;;
YEMEN;HODEIDAH;;;
YEMEN;MAALLA;;;
YEMEN;SANA'A;;;
YEMEN;TAIZ;;;
ZAMBIA;KITWE;;;
ZIMBABWE;BULAWAYO;;;
ZIMBABWE;HARARE;;;
